 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
   655    5.799          12.000        1542.000         793.000;
   656    5.808          12.000        1542.000         793.000;
   657    5.817          12.000        1542.000         793.000;
   658    5.826          12.000        1542.000         793.000;
   659    5.835          12.000        1542.000         793.000;
   660    5.844          12.000        1542.000         793.000;
   661    5.853          12.000        1542.000         793.000;
   662    5.861          12.000        1542.000         793.000;
   663    5.870          12.000        1542.000         793.000;
   664    5.879          12.000        1542.000         793.000;
   665    5.888          12.000        1542.000         793.000;
   666    5.897          12.000        1542.000         793.000;
   667    5.906          12.000        1542.000         793.000;
   668    5.915          12.000        1542.000         793.000;
   669    5.923          12.000        1542.000         793.000;
   670    5.932          12.000        1542.000         793.000;
   671    5.941          12.000        1542.000         793.000;
   672    5.950          12.000        1542.000         793.000;
   673    5.959          12.000        1542.000         793.000;
   674    5.968          12.000        1542.000         793.000;
   675    5.977          12.000        1542.000         793.000;
   676    5.985          12.000        1542.000         793.000;
   677    5.994          12.000        1542.000         793.000;
   678    6.003          12.000        1542.000         793.000;
   679    6.012          12.000        1542.000         793.000;
   680    6.021          12.000        1542.000         793.000;
   681    6.030          12.000        1542.000         793.000;
   682    6.039          12.000        1542.000         793.000;
   683    6.047          12.000        1542.000         793.000;
   684    6.056          12.000        1542.000         793.000;
   685    6.065          12.000        1542.000         793.000;
   686    6.074          12.000        1542.000         793.000;
   687    6.083          12.000        1542.000         793.000;
   688    6.092          12.000        1542.000         793.000;
   689    6.101          12.000        1542.000         793.000;
   690    6.109          12.000        1542.000         793.000;
   691    6.118          12.000        1542.000         793.000;
   692    6.127          12.000        1542.000         793.000;
   693    6.136          12.000        1542.000         793.000;
   694    6.145          12.000        1542.000         793.000;
   695    6.154          12.000        1542.000         793.000;
   696    6.163          12.000        1542.000         793.000;
   697    6.171          12.000        1542.000         793.000;
   698    6.180          12.000        1542.000         793.000;
   699    6.189          12.000        1542.000         793.000;
   700    6.198          12.000        1542.000         793.000;
   701    6.207          12.000        1542.000         793.000;
   702    6.216          12.000        1542.000         793.000;
   703    6.224          12.000        1542.000         793.000;
   704    6.233          12.000        1542.000         793.000;
   705    6.242          12.000        1542.000         793.000;
   706    6.251          12.000        1542.000         793.000;
   707    6.260          12.000        1542.000         793.000;
   708    6.269          12.000        1542.000         793.000;
   709    6.278          12.000        1542.000         793.000;
   710    6.286          12.000        1542.000         793.000;
   711    6.295          12.000        1542.000         793.000;
   712    6.304          12.000        1542.000         793.000;
   713    6.313          12.000        1542.000         793.000;
   714    6.322          12.000        1542.000         793.000;
   715    6.331          12.000        1542.000         793.000;
   716    6.340          12.000        1542.000         793.000;
   717    6.348          12.000        1542.000         793.000;
   718    6.357          12.000        1542.000         793.000;
   719    6.366          12.000        1542.000         793.000;
   720    6.375          12.000        1542.000         793.000;
   721    6.384          12.000        1542.000         793.000;
   722    6.393          12.000        1542.000         793.000;
   723    6.402          12.000        1542.000         793.000;
   724    6.410          12.000        1542.000         793.000;
   725    6.419          12.000        1542.000         793.000;
   726    6.428          12.000        1542.000         793.000;
   727    6.437          12.000        1542.000         793.000;
   728    6.446          12.000        1542.000         793.000;
   729    6.455          12.000        1542.000         793.000;
   730    6.464          12.000        1542.000         793.000;
   731    6.472          12.000        1542.000         793.000;
   732    6.481          12.000        1542.000         793.000;
   733    6.490          12.000        1542.000         793.000;
   734    6.499          12.000        1542.000         793.000;
   735    6.508          12.000        1542.000         793.000;
   736    6.517          12.000        1542.000         793.000;
   737    6.526          12.000        1542.000         793.000;
   738    6.534          12.000        1542.000         793.000;
   739    6.543          12.000        1542.000         793.000;
   740    6.552          12.000        1542.000         793.000;
   741    6.561          12.000        1542.000         793.000;
   742    6.570          12.000        1542.000         793.000;
   743    6.579          12.000        1542.000         793.000;
   744    6.588          12.000        1542.000         793.000;
   745    6.596          12.000        1542.000         793.000;
   746    6.605          12.000        1542.000         793.000;
   747    6.614          12.000        1542.000         793.000;
   748    6.623          12.000        1542.000         793.000;
   749    6.632          12.000        1542.000         793.000;
   750    6.641          12.000        1542.000         793.000;
   751    6.649          12.000        1542.000         793.000;
   752    6.658          12.000        1542.000         793.000;
   753    6.667          12.000        1542.000         793.000;
   754    6.676          12.000        1542.000         793.000;
   755    6.685          12.000        1542.000         793.000;
   756    6.694          12.000        1542.000         793.000;
   757    6.703          12.000        1542.000         793.000;
   758    6.711          12.000        1542.000         793.000;
   759    6.720          12.000        1542.000         793.000;
   760    6.729          12.000        1542.000         793.000;
   761    6.738          12.000        1542.000         793.000;
   762    6.747          12.000        1542.000         793.000;
   763    6.756          12.000        1542.000         793.000;
   764    6.765          12.000        1542.000         793.000;
   765    6.773          12.000        1542.000         793.000;
   766    6.782          12.000        1542.000         793.000;
   767    6.791          12.000        1542.000         793.000;
   768    6.800          12.000        1542.000         793.000;
   769    6.809          12.000        1542.000         793.000;
   770    6.818          12.000        1542.000         793.000;
   771    6.827          12.000        1542.000         793.000;
   772    6.835          12.000        1542.000         793.000;
   773    6.844          12.000        1542.000         793.000;
   774    6.853          12.000        1542.000         793.000;
   775    6.862          12.000        1542.000         793.000;
   776    6.871          12.000        1542.000         793.000;
   777    6.880          12.000        1542.000         793.000;
   778    6.889          12.000        1542.000         793.000;
   779    6.897          12.000        1542.000         793.000;
   780    6.906          12.000        1542.000         793.000;
   781    6.915          12.000        1542.000         793.000;
   782    6.924          12.000        1542.000         793.000;
   783    6.933          12.000        1542.000         793.000;
   784    6.942          12.000        1542.000         793.000;
   785    6.951          12.000        1542.000         793.000;
   786    6.959          12.000        1542.000         793.000;
   787    6.968          12.000        1542.000         793.000;
   788    6.977          12.000        1542.000         793.000;
   789    6.986          12.000        1542.000         793.000;
   790    6.995          12.000        1542.000         793.000;
   791    7.004          12.000        1542.000         793.000;
   792    7.013          12.000        1542.000         793.000;
   793    7.021          12.000        1542.000         793.000;
   794    7.030          12.000        1542.000         793.000;
   795    7.039          12.000        1542.000         793.000;
   796    7.048          12.000        1542.000         793.000;
   797    7.057          12.000        1542.000         793.000;
   798    7.066          12.000        1542.000         793.000;
   799    7.074          12.000        1542.000         793.000;
   800    7.083          12.000        1542.000         793.000;
   801    7.092          12.000        1542.000         793.000;
   802    7.101          12.000        1542.000         793.000;
   803    7.110          12.000        1542.000         793.000;
   804    7.119          12.000        1542.000         793.000;
   805    7.128          12.000        1542.000         793.000;
   806    7.136          12.000        1542.000         793.000;
   807    7.145          12.000        1542.000         793.000;
   808    7.154          12.000        1542.000         793.000;
   809    7.163          12.000        1542.000         793.000;
   810    7.172          12.000        1542.000         793.000;
   811    7.181          12.000        1542.000         793.000;
   812    7.190          12.000        1542.000         793.000;
   813    7.198          12.000        1542.000         793.000;
   814    7.207          12.000        1542.000         793.000;
   815    7.216          12.000        1542.000         793.000;
   816    7.225          12.000        1542.000         793.000;
   817    7.234          12.000        1542.000         793.000;
   818    7.243          12.000        1542.000         793.000;
   819    7.252          12.000        1542.000         793.000;
   820    7.260          12.000        1542.000         793.000;
   821    7.269          12.000        1542.000         793.000;
   822    7.278          12.000        1542.000         793.000;
   823    7.287          12.000        1542.000         793.000;
   824    7.296          12.000        1542.000         793.000;
   825    7.305          12.000        1542.000         793.000;
   826    7.314          12.000        1542.000         793.000;
   827    7.322          12.000        1542.000         793.000;
   828    7.331          12.000        1542.000         793.000;
   829    7.340          12.000        1542.000         793.000;
   830    7.349          12.000        1542.000         793.000;
   831    7.358          12.000        1542.000         793.000;
   832    7.367          12.000        1542.000         793.000;
   833    7.376          12.000        1542.000         793.000;
   834    7.384          12.000        1542.000         793.000;
   835    7.393          12.000        1542.000         793.000;
   836    7.402          12.000        1542.000         793.000;
   837    7.411          12.000        1542.000         793.000;
   838    7.420          12.000        1542.000         793.000;
   839    7.429          12.000        1542.000         793.000;
   840    7.438          12.000        1542.000         793.000;
   841    7.446          12.000        1542.000         793.000;
   842    7.455          12.000        1542.000         793.000;
   843    7.464          12.000        1542.000         793.000;
   844    7.473          12.000        1542.000         793.000;
   845    7.482          12.000        1542.000         793.000;
   846    7.491          12.000        1542.000         793.000;
   847    7.499          12.000        1542.000         793.000;
   848    7.508          12.000        1542.000         793.000;
   849    7.517          12.000        1542.000         793.000;
   850    7.526          12.000        1542.000         793.000;
   851    7.535          12.000        1542.000         793.000;
   852    7.544          12.000        1542.000         793.000;
   853    7.553          12.000        1542.000         793.000;
   854    7.561          12.000        1542.000         793.000;
   855    7.570          12.000        1542.000         793.000;
   856    7.579          12.000        1542.000         793.000;
   857    7.588          12.000        1542.000         793.000;
   858    7.597          12.000        1542.000         793.000;
   859    7.606          12.000        1542.000         793.000;
   860    7.615          12.000        1542.000         793.000;
   861    7.623          12.000        1542.000         793.000;
   862    7.632          12.000        1542.000         793.000;
   863    7.641          12.000        1542.000         793.000;
   864    7.650          12.000        1542.000         793.000;
   865    7.659          12.000        1542.000         793.000;
   866    7.668          12.000        1542.000         793.000;
   867    7.677          12.000        1542.000         793.000;
   868    7.685          12.000        1542.000         793.000;
   869    7.694          12.000        1542.000         793.000;
   870    7.703          12.000        1542.000         793.000;
   871    7.712          12.000        1542.000         793.000;
   872    7.721          12.000        1542.000         793.000;
   873    7.730          12.000        1542.000         793.000;
   874    7.739          12.000        1542.000         793.000;
   875    7.747          12.000        1542.000         793.000;
   876    7.756          12.000        1542.000         793.000;
   877    7.765          12.000        1542.000         793.000;
   878    7.774          12.000        1542.000         793.000;
   879    7.783          12.000        1542.000         793.000;
   880    7.792          12.000        1542.000         793.000;
   881    7.801          12.000        1542.000         793.000;
   882    7.809          12.000        1542.000         793.000;
   883    7.818          12.000        1542.000         793.000;
   884    7.827          12.000        1542.000         793.000;
   885    7.836          12.000        1542.000         793.000;
   886    7.845          12.000        1542.000         793.000;
   887    7.854          12.000        1542.000         793.000;
   888    7.863          12.000        1542.000         793.000;
   889    7.871          12.000        1542.000         793.000;
   890    7.880          12.000        1542.000         793.000;
   891    7.889          12.000        1542.000         793.000;
   892    7.898          12.000        1542.000         793.000;
   893    7.907          12.000        1542.000         793.000;
   894    7.916          12.000        1542.000         793.000;
   895    7.924          12.000        1542.000         793.000;
   896    7.933          12.000        1542.000         793.000;
   897    7.942          12.000        1542.000         793.000;
   898    7.951          12.000        1542.000         793.000;
   899    7.960          12.000        1542.000         793.000;
   900    7.969          12.000        1542.000         793.000;
   901    7.978          12.000        1542.000         793.000;
   902    7.986          12.000        1542.000         793.000;
   903    7.995          12.000        1542.000         793.000;
   904    8.004          12.000        1542.000         793.000;
   905    8.013          12.000        1542.000         793.000;
   906    8.022          12.000        1542.000         793.000;
   907    8.031          12.000        1542.000         793.000;
   908    8.040          12.000        1542.000         793.000;
   909    8.048          12.000        1542.000         793.000;
   910    8.057          12.000        1542.000         793.000;
   911    8.066          12.000        1542.000         793.000;
   912    8.075          12.000        1542.000         793.000;
   913    8.084          12.000        1542.000         793.000;
   914    8.093          12.000        1542.000         793.000;
   915    8.102          12.000        1542.000         793.000;
   916    8.110          12.000        1542.000         793.000;
   917    8.119          12.000        1542.000         793.000;
   918    8.128          12.000        1542.000         793.000;
   919    8.137          12.000        1542.000         793.000;
   920    8.146          12.000        1542.000         793.000;
   921    8.155          12.000        1542.000         793.000;
   922    8.164          12.000        1542.000         793.000;
   923    8.172          12.000        1542.000         793.000;
   924    8.181          12.000        1542.000         793.000;
   925    8.190          12.000        1542.000         793.000;
   926    8.199          12.000        1542.000         793.000;
   927    8.208          12.000        1542.000         793.000;
   928    8.217          12.000        1542.000         793.000;
   929    8.226          12.000        1542.000         793.000;
   930    8.234          12.000        1542.000         793.000;
   931    8.243          12.000        1542.000         793.000;
   932    8.252          12.000        1542.000         793.000;
   933    8.261          12.000        1542.000         793.000;
   934    8.270          12.000        1542.000         793.000;
   935    8.279          12.000        1542.000         793.000;
   936    8.288          12.000        1542.000         793.000;
   937    8.296          12.000        1542.000         793.000;
   938    8.305          12.000        1542.000         793.000;
   939    8.314          12.000        1542.000         793.000;
   940    8.323          12.000        1542.000         793.000;
   941    8.332          12.000        1542.000         793.000;
   942    8.341          12.000        1542.000         793.000;
   943    8.349          12.000        1542.000         793.000;
   944    8.358          12.000        1542.000         793.000;
   945    8.367          12.000        1542.000         793.000;
   946    8.376          12.000        1542.000         793.000;
   947    8.385          12.000        1542.000         793.000;
   948    8.394          12.000        1542.000         793.000;
   949    8.403          12.000        1542.000         793.000;
   950    8.411          12.000        1542.000         793.000;
   951    8.420          12.000        1542.000         793.000;
   952    8.429          12.000        1542.000         793.000;
   953    8.438          12.000        1542.000         793.000;
   954    8.447          12.000        1542.000         793.000;
   955    8.456          12.000        1542.000         793.000;
   956    8.465          12.000        1542.000         793.000;
   957    8.473          12.000        1542.000         793.000;
   958    8.482          12.000        1542.000         793.000;
   959    8.491          12.000        1542.000         793.000;
   960    8.500          12.000        1542.000         793.000;
   961    8.509          12.000        1542.000         793.000;
   962    8.518          12.000        1542.000         793.000;
   963    8.527          12.000        1542.000         793.000;
   964    8.535          12.000        1542.000         793.000;
   965    8.544          12.000        1542.000         793.000;
   966    8.553          12.000        1542.000         793.000;
   967    8.562          12.000        1542.000         793.000;
   968    8.571          12.000        1542.000         793.000;
   969    8.580          12.000        1542.000         793.000;
   970    8.589          12.000        1542.000         793.000;
   971    8.597          12.000        1542.000         793.000;
   972    8.606          12.000        1542.000         793.000;
   973    8.615          12.000        1542.000         793.000;
   974    8.624          12.000        1542.000         793.000;
   975    8.633          12.000        1542.000         793.000;
   976    8.642          12.000        1542.000         793.000;
   977    8.651          12.000        1542.000         793.000;
   978    8.659          12.000        1542.000         793.000;
   979    8.668          12.000        1542.000         793.000;
   980    8.677          12.000        1542.000         793.000;
   981    8.686          12.000        1542.000         793.000;
   982    8.695          12.000        1542.000         793.000;
   983    8.704          12.000        1542.000         793.000;
   984    8.713          12.000        1542.000         793.000;
   985    8.721          12.000        1542.000         793.000;
   986    8.730          12.000        1542.000         793.000;
   987    8.739          12.000        1542.000         793.000;
   988    8.748          12.000        1542.000         793.000;
   989    8.757          12.000        1542.000         793.000;
   990    8.766          12.000        1542.000         793.000;
   991    8.774          12.000        1542.000         793.000;
   992    8.783          12.000        1542.000         793.000;
   993    8.792          12.000        1542.000         793.000;
   994    8.801          12.000        1542.000         793.000;
   995    8.810          12.000        1542.000         793.000;
   996    8.819          12.000        1542.000         793.000;
   997    8.828          12.000        1542.000         793.000;
   998    8.836          12.000        1542.000         793.000;
   999    8.845          12.000        1542.000         793.000;
  1000    8.854          12.000        1542.000         793.000;
  1001    8.863          12.000        1542.000         793.000;
  1002    8.872          12.000        1542.000         793.000;
  1003    8.881          12.000        1542.000         793.000;
  1004    8.890          12.000        1542.000         793.000;
  1005    8.898          12.000        1542.000         793.000;
  1006    8.907          12.000        1542.000         793.000;
  1007    8.916          12.000        1542.000         793.000;
  1008    8.925          12.000        1542.000         793.000;
  1009    8.934          12.000        1542.000         793.000;
  1010    8.943          12.000        1542.000         793.000;
  1011    8.952          12.000        1542.000         793.000;
  1012    8.960          12.000        1542.000         793.000;
  1013    8.969          12.000        1542.000         793.000;
  1014    8.978          12.000        1542.000         793.000;
  1015    8.987          12.000        1542.000         793.000;
  1016    8.996          12.000        1542.000         793.000;
  1017    9.005          12.000        1542.000         793.000;
  1018    9.014          12.000        1542.000         793.000;
  1019    9.022          12.000        1542.000         793.000;
  1020    9.031          12.000        1542.000         793.000;
  1021    9.040          12.000        1542.000         793.000;
  1022    9.049          12.000        1542.000         793.000;
  1023    9.058          12.000        1542.000         793.000;
  1024    9.067          12.000        1542.000         793.000;
  1025    9.076          12.000        1542.000         793.000;
  1026    9.084          12.000        1542.000         793.000;
  1027    9.093          12.000        1542.000         793.000;
  1028    9.102          12.000        1542.000         793.000;
  1029    9.111          12.000        1542.000         793.000;
  1030    9.120          12.000        1542.000         793.000;
  1031    9.129          12.000        1542.000         793.000;
  1032    9.138          12.000        1542.000         793.000;
  1033    9.146          12.000        1542.000         793.000;
  1034    9.155          12.000        1542.000         793.000;
  1035    9.164          12.000        1542.000         793.000;
  1036    9.173          12.000        1542.000         793.000;
  1037    9.182          12.000        1542.000         793.000;
  1038    9.191          12.000        1542.000         793.000;
  1039    9.199          12.000        1542.000         793.000;
  1040    9.208          12.000        1542.000         793.000;
  1041    9.217          12.000        1542.000         793.000;
  1042    9.226          12.000        1542.000         793.000;
  1043    9.235          12.000        1542.000         793.000;
  1044    9.244          12.000        1542.000         793.000;
  1045    9.253          12.000        1542.000         793.000;
  1046    9.261          12.000        1542.000         793.000;
  1047    9.270          12.000        1542.000         793.000;
  1048    9.279          12.000        1542.000         793.000;
  1049    9.288          12.000        1542.000         793.000;
  1050    9.297          12.000        1542.000         793.000;
  1051    9.306          12.000        1542.000         793.000;
  1052    9.315          12.000        1542.000         793.000;
  1053    9.323          12.000        1542.000         793.000;
  1054    9.332          12.000        1542.000         793.000;
  1055    9.341          12.000        1542.000         793.000;
  1056    9.350          12.000        1542.000         793.000;
  1057    9.359          12.000        1542.000         793.000;
  1058    9.368          12.000        1542.000         793.000;
  1059    9.377          12.000        1542.000         793.000;
  1060    9.385          12.000        1542.000         793.000;
  1061    9.394          12.000        1542.000         793.000;
  1062    9.403          12.000        1542.000         793.000;
  1063    9.412          12.000        1542.000         793.000;
  1064    9.421          12.000        1542.000         793.000;
  1065    9.430          12.000        1542.000         793.000;
  1066    9.439          12.000        1542.000         793.000;
  1067    9.447          12.000        1542.000         793.000;
  1068    9.456          12.000        1542.000         793.000;
  1069    9.465          12.000        1542.000         793.000;
  1070    9.474          12.000        1542.000         793.000;
  1071    9.483          12.000        1542.000         793.000;
  1072    9.492          12.000        1542.000         793.000;
  1073    9.501          12.000        1542.000         793.000;
  1074    9.509          12.000        1542.000         793.000;
  1075    9.518          12.000        1542.000         793.000;
  1076    9.527          12.000        1542.000         793.000;
  1077    9.536          12.000        1542.000         793.000;
  1078    9.545          12.000        1542.000         793.000;
  1079    9.554          12.000        1542.000         793.000;
  1080    9.563          12.000        1542.000         793.000;
  1081    9.571          12.000        1542.000         793.000;
  1082    9.580          12.000        1542.000         793.000;
  1083    9.589          12.000        1542.000         793.000;
  1084    9.598          12.000        1542.000         793.000;
  1085    9.607          12.000        1542.000         793.000;
  1086    9.616          12.000        1542.000         793.000;
  1087    9.624          12.000        1542.000         793.000;
  1088    9.633          12.000        1542.000         793.000;
  1089    9.642          12.000        1542.000         793.000;
  1090    9.651          12.000        1542.000         793.000;
  1091    9.660          12.000        1542.000         793.000;
  1092    9.669          12.000        1542.000         793.000;
  1093    9.678          12.000        1542.000         793.000;
  1094    9.686          12.000        1542.000         793.000;
  1095    9.695          12.000        1542.000         793.000;
  1096    9.704          12.000        1542.000         793.000;
  1097    9.713          12.000        1542.000         793.000;
  1098    9.722          12.000        1542.000         793.000;
  1099    9.731          12.000        1542.000         793.000;
  1100    9.740          12.000        1542.000         793.000;
  1101    9.748          12.000        1542.000         793.000;
  1102    9.757          12.000        1542.000         793.000;
  1103    9.766          12.000        1542.000         793.000;
  1104    9.775          12.000        1542.000         793.000;
  1105    9.784          12.000        1542.000         793.000;
  1106    9.793          12.000        1542.000         793.000;
  1107    9.802          12.000        1542.000         793.000;
  1108    9.810          12.000        1542.000         793.000;
  1109    9.819          12.000        1542.000         793.000;
  1110    9.828          12.000        1542.000         793.000;
  1111    9.837          12.000        1542.000         793.000;
  1112    9.846          12.000        1542.000         793.000;
  1113    9.855          12.000        1542.000         793.000;
  1114    9.864          12.000        1542.000         793.000;
  1115    9.872          12.000        1542.000         793.000;
  1116    9.881          12.000        1542.000         793.000;
  1117    9.890          12.000        1542.000         793.000;
  1118    9.899          12.000        1542.000         793.000;
  1119    9.908          12.000        1542.000         793.000;
  1120    9.917          12.000        1542.000         793.000;
  1121    9.926          12.000        1542.000         793.000;
  1122    9.934          12.000        1542.000         793.000;
  1123    9.943          12.000        1542.000         793.000;
  1124    9.952          12.000        1542.000         793.000;
  1125    9.961          12.000        1542.000         793.000;
  1126    9.970          12.000        1542.000         793.000;
  1127    9.979          12.000        1542.000         793.000;
  1128    9.988          12.000        1542.000         793.000;
  1129    9.996          12.000        1542.000         793.000;
  1130   10.005          12.000        1538.813         793.000;
  1131   10.014          12.000        1490.813         793.000;
  1132   10.023          12.000        1394.250         787.094;
  1133   10.032          12.000        1257.375         765.781;
  1134   10.041          12.000        1091.344         720.063;
  1135   10.049          12.000         906.406         642.219;
  1136   10.058          12.000         711.813         529.719;
  1137   10.067          12.000         512.344         386.063;
  1138   10.076          11.469         311.625         220.438;
  1139   10.085          10.375         111.906          46.438;
  1140   10.094           8.313         -85.094        -121.531;
  1141   10.103           1.094        -276.188        -269.813;
  1142   10.111          -9.063        -458.531        -389.500;
  1143   10.120         -11.500        -626.500        -476.188;
  1144   10.129         -11.500        -772.906        -530.125;
  1145   10.138         -11.500        -891.063        -555.438;
  1146   10.147         -11.500        -973.219        -560.500;
  1147   10.156         -11.500       -1014.500        -551.094;
  1148   10.165         -11.500       -1012.656        -533.094;
  1149   10.173         -11.500        -965.625        -510.438;
  1150   10.182         -11.500        -880.031        -482.906;
  1151   10.191         -11.500        -761.875        -447.406;
  1152   10.200         -11.500        -619.188        -398.625;
  1153   10.209         -11.500        -460.531        -332.031;
  1154   10.218         -11.500        -294.469        -244.656;
  1155   10.227         -11.500        -127.719        -137.781;
  1156   10.235         -11.500          34.938         -16.438;
  1157   10.244          -9.313         189.969         111.188;
  1158   10.253          -4.531         335.469         235.094;
  1159   10.262           0.406         469.969         344.656;
  1160   10.271           4.844         591.406         431.875;
  1161   10.280           7.188         696.781         492.031;
  1162   10.289           8.469         782.406         524.188;
  1163   10.297           9.469         843.438         531.469;
  1164   10.306           9.469         875.625         519.094;
  1165   10.315           9.469         878.188         491.344;
  1166   10.324           9.469         848.313         455.688;
  1167   10.333           9.469         789.781         416.625;
  1168   10.342           9.469         705.719         375.875;
  1169   10.351           9.469         599.750         333.531;
  1170   10.359           9.469         476.500         287.031;
  1171   10.368           9.469         342.625         233.188;
  1172   10.377           9.469         204.500         169.219;
  1173   10.386           9.469          67.969          93.969;
  1174   10.395           9.469         -62.500           8.625;
  1175   10.404           8.000        -182.313         -82.281;
  1176   10.413           6.094        -289.063        -172.375;
  1177   10.421           2.063        -381.563        -254.313;
  1178   10.430          -2.250        -458.125        -321.313;
  1179   10.439          -6.500        -518.500        -367.781;
  1180   10.448          -7.500        -561.156        -390.719;
  1181   10.457          -7.500        -584.188        -392.000;
  1182   10.466          -7.500        -588.500        -371.063;
  1183   10.474          -7.500        -568.250        -334.188;
  1184   10.483          -7.500        -527.563        -287.156;
  1185   10.492          -7.500        -466.906        -235.969;
  1186   10.501          -7.500        -388.063        -185.219;
  1187   10.510          -7.500        -293.813        -137.156;
  1188   10.519          -7.500        -188.563         -92.000;
  1189   10.528          -7.500         -77.563         -48.250;
  1190   10.536          -7.500          33.063          -3.250;
  1191   10.545          -7.500         138.781          45.375;
  1192   10.554          -6.000         234.094          98.406;
  1193   10.563          -6.000         316.125         155.125;
  1194   10.572          -4.906         383.469         212.125;
  1195   10.581          -3.438         434.688         264.656;
  1196   10.590          -1.719         470.344         307.094;
  1197   10.598          -0.344         490.813         334.563;
  1198   10.607           0.469         497.469         344.469;
  1199   10.616           0.469         491.844         335.750;
  1200   10.625           0.469         472.188         307.906;
  1201   10.634           0.469         440.938         266.281;
  1202   10.643           0.469         397.500         216.344;
  1203   10.652           0.469         342.375         164.656;
  1204   10.660           0.469         275.938         116.188;
  1205   10.669           0.469         199.688          74.219;
  1206   10.678           0.469         116.656          39.406;
  1207   10.687           0.469          30.656          10.406;
  1208   10.696           0.469         -53.594         -15.906;
  1209   10.705           0.469        -130.750         -42.781;
  1210   10.714           0.469        -195.938         -72.938;
  1211   10.722           0.469        -247.688        -107.031;
  1212   10.731           0.469        -283.719        -143.125;
  1213   10.740           0.469        -304.250        -177.438;
  1214   10.749           0.469        -310.500        -205.000;
  1215   10.758           0.469        -306.281        -220.500;
  1216   10.767           0.469        -291.313        -222.500;
  1217   10.776           0.469        -269.719        -204.438;
  1218   10.784           0.469        -242.906        -171.219;
  1219   10.793           0.469        -210.469        -126.750;
  1220   10.802           0.469        -172.000         -77.250;
  1221   10.811           0.469        -126.844         -29.219;
  1222   10.820           0.469         -74.813          11.844;
  1223   10.829           0.469         -17.219          42.531;
  1224   10.838           0.469          43.000          62.469;
  1225   10.846           0.469         103.063          73.938;
  1226   10.855           0.469         158.281          81.000;
  1227   10.864           0.469         205.031          88.000;
  1228   10.873           0.469         240.625          98.563;
  1229   10.882           0.469         263.094         114.219;
  1230   10.891           0.469         271.688         134.156;
  1231   10.899           0.469         269.688         154.719;
  1232   10.908           0.469         256.781         171.281;
  1233   10.917           0.469         237.875         179.000;
  1234   10.926           0.469         216.750         175.656;
  1235   10.935           0.469         194.125         156.969;
  1236   10.944           0.469         171.125         126.313;
  1237   10.953           0.469         147.000          87.938;
  1238   10.961           0.469         120.656          47.563;
  1239   10.970           0.469          90.563          11.094;
  1240   10.979           0.469          56.969         -16.750;
  1241   10.988           0.469          19.906         -33.656;
  1242   10.997           0.469         -18.750         -40.375;
  1243   11.006           0.469         -55.563         -40.500;
  1244   11.015           0.469         -87.594         -35.656;
  1245   11.023           0.469        -111.469         -31.875;
  1246   11.032           0.469        -125.250         -31.531;
  1247   11.041           0.469        -128.500         -37.813;
  1248   11.050           0.469        -121.625         -49.063;
  1249   11.059           0.469        -106.469         -61.531;
  1250   11.068           0.469         -87.375         -70.813;
  1251   11.077           0.469         -67.219         -73.500;
  1252   11.085           0.469         -47.969         -67.031;
  1253   11.094           0.469         -31.188         -49.313;
  1254   11.103           0.469         -16.500         -23.531;
  1255   11.112           0.469          -3.594           6.063;
  1256   11.121           0.469           9.250          34.531;
  1257   11.130           0.469          23.125          57.063;
  1258   11.139           0.469          38.094          70.281;
  1259   11.147           0.469          54.250          73.469;
  1260   11.156           0.469          70.281          68.031;
  1261   11.165           0.469          84.000          55.375;
  1262   11.174           0.469          93.719          40.969;
  1263   11.183           0.469          97.469          29.094;
  1264   11.192           0.469          95.250          22.500;
  1265   11.201           0.469          85.063          21.500;
  1266   11.209           0.469          70.469          26.031;
  1267   11.218           0.469          53.750          33.844;
  1268   11.227           0.469          37.500          40.656;
  1269   11.236           0.469          23.906          43.469;
  1270   11.245           0.469          13.781          41.188;
  1271   11.254           0.469           8.563          30.906;
  1272   11.263           0.469           6.594          15.688;
  1273   11.271           0.469           6.500          -0.750;
  1274   11.280           0.469           9.125         -15.125;
  1275   11.289           0.469          10.469         -24.031;
  1276   11.298           0.469          10.469         -26.469;
  1277   11.307           0.469           9.000         -20.469;
  1278   11.316           0.469           5.875          -8.000;
  1279   11.324           0.469           4.313           7.125;
  1280   11.333           0.469           3.500          21.781;
  1281   11.342           0.469           7.406          32.563;
  1282   11.351           0.469          14.500          37.688;
  1283   11.360           0.469          23.500          38.469;
  1284   11.369           0.469          33.094          33.031;
  1285   11.378           0.469          42.000          24.938;
  1286   11.386           0.469          48.281          17.156;
  1287   11.395           0.469          50.875          12.031;
  1288   11.404           0.469          51.469          10.500;
  1289   11.413           0.469          45.344          12.000;
  1290   11.422           0.469          37.938          18.031;
  1291   11.431           0.469          30.375          24.563;
  1292   11.440           0.469          24.250          29.469;
  1293   11.448           0.469          20.375          31.469;
  1294   11.457           0.469          18.688          30.000;
  1295   11.466           0.469          18.500          24.063;
  1296   11.475           0.469          22.344          15.969;
  1297   11.484           0.469          25.344           8.031;
  1298   11.493           0.469          27.469           2.438;
  1299   11.502           0.469          27.469          -0.031;
  1300   11.510           0.469          27.469          -0.500;
  1301   11.519           0.469          23.344           5.813;
  1302   11.528           0.469          20.344          12.875;
  1303   11.537           0.469          18.500          19.750;
  1304   11.546           0.469          17.500          24.813;
