 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
   236    2.090          13.531        1387.469         711.156;
   237    2.098          13.531        1387.469         711.969;
   238    2.107          13.531        1387.469         711.969;
   239    2.116          13.531        1387.469         711.969;
   240    2.125          13.531        1387.469         711.969;
   241    2.134          13.531        1387.469         710.500;
   242    2.143          13.531        1387.469         710.500;
   243    2.152          13.531        1387.469         709.375;
   244    2.160          13.531        1387.469         709.000;
   245    2.169          13.531        1387.469         709.000;
   246    2.178          13.531        1387.469         709.000;
   247    2.187          13.531        1387.469         709.000;
   248    2.196          13.531        1387.469         710.500;
   249    2.205          13.531        1387.469         710.500;
   250    2.214          13.531        1387.469         711.344;
   251    2.222          13.531        1387.469         711.906;
   252    2.231          13.531        1387.469         711.969;
   253    2.240          13.531        1387.469         711.969;
   254    2.249          13.531        1387.469         710.500;
   255    2.258          13.531        1387.469         710.500;
   256    2.267          13.531        1387.469         709.875;
   257    2.276          13.531        1387.469         709.375;
   258    2.284          13.531        1387.469         709.000;
   259    2.293          13.531        1387.469         709.000;
   260    2.302          13.531        1387.469         709.000;
   261    2.311          13.531        1387.469         710.500;
   262    2.320          13.531        1387.469         710.500;
   263    2.329          13.531        1387.469         710.500;
   264    2.338          13.531        1387.469         710.500;
   265    2.346          13.531        1387.469         710.500;
   266    2.355          13.531        1387.469         710.500;
   267    2.364          13.531        1387.469         710.500;
   268    2.373          13.531        1387.469         710.500;
   269    2.382          13.531        1387.469         710.500;
   270    2.391          13.531        1387.469         710.500;
   271    2.399          13.531        1387.469         710.500;
   272    2.408          13.531        1387.469         710.500;
   273    2.417          13.531        1387.469         710.500;
   274    2.426          13.531        1387.469         710.500;
   275    2.435          13.531        1387.469         710.500;
   276    2.444          13.531        1387.469         710.500;
   277    2.453          13.531        1387.469         710.500;
   278    2.461          13.531        1387.469         710.500;
   279    2.470          13.531        1387.469         710.500;
   280    2.479          13.531        1387.469         710.500;
   281    2.488          13.531        1387.469         710.500;
   282    2.497          13.531        1387.469         710.500;
   283    2.506          13.531        1387.469         710.500;
   284    2.515          13.531        1387.469         710.500;
   285    2.523          13.531        1387.469         710.500;
   286    2.532          13.531        1387.469         710.500;
   287    2.541          13.531        1387.469         710.500;
   288    2.550          13.531        1387.469         710.500;
   289    2.559          13.531        1387.469         710.500;
   290    2.568          13.531        1387.469         710.500;
   291    2.577          13.531        1387.469         710.500;
   292    2.585          13.531        1387.469         710.500;
   293    2.594          13.531        1387.469         710.500;
   294    2.603          13.531        1387.469         710.500;
   295    2.612          13.531        1387.469         710.500;
   296    2.621          13.531        1387.469         710.500;
   297    2.630          13.531        1387.469         710.500;
   298    2.639          13.531        1387.469         710.500;
   299    2.647          13.531        1387.469         710.500;
   300    2.656          13.531        1387.469         710.500;
   301    2.665          13.531        1387.469         710.500;
   302    2.674          13.531        1387.469         710.500;
   303    2.683          13.531        1387.469         710.500;
   304    2.692          13.531        1387.469         710.500;
   305    2.701          13.531        1387.469         710.500;
   306    2.709          13.531        1387.469         710.500;
   307    2.718          13.531        1387.469         710.500;
   308    2.727          13.531        1387.469         710.500;
   309    2.736          13.531        1387.469         710.500;
   310    2.745          13.531        1387.469         710.500;
   311    2.754          13.531        1387.469         710.500;
   312    2.763          13.531        1387.469         710.500;
   313    2.771          13.531        1387.469         710.500;
   314    2.780          13.531        1387.469         710.500;
   315    2.789          13.531        1387.469         710.500;
   316    2.798          13.531        1387.469         710.500;
   317    2.807          13.531        1387.469         710.500;
   318    2.816          13.531        1387.469         710.500;
   319    2.824          13.531        1387.469         710.500;
   320    2.833          13.531        1387.469         710.500;
   321    2.842          13.531        1387.469         710.500;
   322    2.851          13.531        1387.469         710.500;
   323    2.860          13.531        1387.469         710.500;
   324    2.869          13.531        1387.469         710.500;
   325    2.878          13.531        1387.469         710.500;
   326    2.886          13.531        1387.469         710.500;
   327    2.895          13.531        1387.469         710.500;
   328    2.904          13.531        1387.469         710.500;
   329    2.913          13.531        1387.469         710.500;
   330    2.922          13.531        1387.469         710.500;
   331    2.931          13.531        1387.469         710.500;
   332    2.940          13.531        1387.469         710.500;
   333    2.948          13.531        1387.469         710.500;
   334    2.957          13.531        1387.469         710.500;
   335    2.966          13.531        1387.469         710.500;
   336    2.975          13.531        1387.469         710.500;
   337    2.984          13.531        1387.469         710.500;
   338    2.993          13.531        1387.469         710.500;
   339    3.002          13.531        1387.469         710.500;
   340    3.010          13.531        1387.469         710.500;
   341    3.019          13.531        1387.469         710.500;
   342    3.028          13.531        1387.469         710.500;
   343    3.037          13.531        1387.469         710.500;
   344    3.046          13.531        1387.469         710.500;
   345    3.055          13.531        1387.469         710.500;
   346    3.064          13.531        1387.469         710.500;
   347    3.072          13.531        1387.469         710.500;
   348    3.081          13.531        1387.469         710.500;
   349    3.090          13.531        1387.469         710.500;
   350    3.099          13.531        1387.469         710.500;
   351    3.108          13.531        1387.469         710.500;
   352    3.117          13.531        1387.469         710.500;
   353    3.126          13.531        1387.469         710.500;
   354    3.134          13.531        1387.469         710.500;
   355    3.143          13.531        1387.469         710.500;
   356    3.152          13.531        1387.469         710.500;
   357    3.161          13.531        1387.469         710.500;
   358    3.170          13.531        1387.469         710.500;
   359    3.179          13.531        1387.469         710.500;
   360    3.188          13.531        1387.469         710.500;
   361    3.196          13.531        1387.469         710.500;
   362    3.205          13.531        1387.469         710.500;
   363    3.214          13.531        1387.469         710.500;
   364    3.223          13.531        1387.469         710.500;
   365    3.232          13.531        1387.469         710.500;
   366    3.241          13.531        1387.469         710.500;
   367    3.249          13.531        1387.469         710.500;
   368    3.258          13.531        1387.469         710.500;
   369    3.267          13.531        1387.469         710.500;
   370    3.276          13.531        1387.469         710.500;
   371    3.285          13.531        1387.469         710.500;
   372    3.294          13.531        1387.469         710.500;
   373    3.303          13.531        1387.469         710.500;
   374    3.311          13.531        1387.469         710.500;
   375    3.320          13.531        1387.469         710.500;
   376    3.329          13.531        1387.469         710.500;
   377    3.338          13.531        1387.469         710.500;
   378    3.347          13.531        1387.469         710.500;
   379    3.356          13.531        1387.469         710.500;
   380    3.365          13.531        1387.469         710.500;
   381    3.373          13.531        1387.469         710.500;
   382    3.382          13.531        1387.469         710.500;
   383    3.391          13.531        1387.469         710.500;
   384    3.400          13.531        1387.469         710.500;
   385    3.409          13.531        1387.469         710.500;
   386    3.418          13.531        1387.469         710.500;
   387    3.427          13.531        1387.469         710.500;
   388    3.435          13.531        1387.469         710.500;
   389    3.444          13.531        1387.469         710.500;
   390    3.453          13.531        1387.469         710.500;
   391    3.462          13.531        1387.469         710.500;
   392    3.471          13.531        1387.469         710.500;
   393    3.480          13.531        1387.469         710.500;
   394    3.489          13.531        1387.469         710.500;
   395    3.497          13.531        1387.469         710.500;
   396    3.506          13.531        1387.469         710.500;
   397    3.515          13.531        1387.469         710.500;
   398    3.524          13.531        1387.469         710.500;
   399    3.533          13.531        1387.469         710.500;
   400    3.542          13.531        1387.469         710.500;
   401    3.551          13.531        1387.469         710.500;
   402    3.559          13.531        1387.469         710.500;
   403    3.568          13.531        1387.469         710.500;
   404    3.577          13.531        1387.469         710.500;
   405    3.586          13.531        1387.469         710.500;
   406    3.595          13.531        1387.469         710.500;
   407    3.604          13.531        1387.469         710.500;
   408    3.613          13.531        1387.469         710.500;
   409    3.621          13.531        1387.469         710.500;
   410    3.630          13.531        1387.469         710.500;
   411    3.639          13.531        1387.469         710.500;
   412    3.648          13.531        1387.469         710.500;
   413    3.657          13.531        1387.469         710.500;
   414    3.666          13.531        1387.469         710.500;
   415    3.674          13.531        1387.469         710.500;
   416    3.683          13.531        1387.469         710.500;
   417    3.692          13.531        1387.469         710.500;
   418    3.701          13.531        1387.469         710.500;
   419    3.710          13.531        1387.469         710.500;
   420    3.719          13.531        1387.469         710.500;
   421    3.728          13.531        1387.469         710.500;
   422    3.736          13.531        1387.469         710.500;
   423    3.745          13.531        1387.469         710.500;
   424    3.754          13.531        1387.469         710.500;
   425    3.763          13.531        1387.469         710.500;
   426    3.772          13.531        1387.469         710.500;
   427    3.781          13.531        1387.469         710.500;
   428    3.790          13.531        1387.469         710.500;
   429    3.798          13.531        1387.469         710.500;
   430    3.807          13.531        1387.469         710.500;
   431    3.816          13.531        1387.469         710.500;
   432    3.825          13.531        1387.469         710.500;
   433    3.834          13.531        1387.469         710.500;
   434    3.843          13.531        1387.469         710.500;
   435    3.852          13.531        1387.469         710.500;
   436    3.860          13.531        1387.469         710.500;
   437    3.869          13.531        1387.469         710.500;
   438    3.878          13.531        1387.469         710.500;
   439    3.887          13.531        1387.469         710.500;
   440    3.896          13.531        1387.469         710.500;
   441    3.905          13.531        1387.469         710.500;
   442    3.914          13.531        1387.469         710.500;
   443    3.922          13.531        1387.469         710.500;
   444    3.931          13.531        1387.469         710.500;
   445    3.940          13.531        1387.469         710.500;
   446    3.949          13.531        1387.469         710.500;
   447    3.958          13.531        1387.469         710.500;
   448    3.967          13.531        1387.469         710.500;
   449    3.976          13.531        1387.469         710.500;
   450    3.984          13.531        1387.469         710.500;
   451    3.993          13.531        1387.469         710.500;
   452    4.002          13.531        1387.469         710.500;
   453    4.011          13.531        1387.469         710.500;
   454    4.020          13.531        1387.469         710.500;
   455    4.029          13.531        1387.469         710.500;
   456    4.038          13.531        1387.469         710.500;
   457    4.046          13.531        1387.469         710.500;
   458    4.055          13.531        1387.469         710.500;
   459    4.064          13.531        1387.469         710.500;
   460    4.073          13.531        1387.469         710.500;
   461    4.082          13.531        1387.469         710.500;
   462    4.091          13.531        1387.469         710.500;
   463    4.099          13.531        1387.469         710.500;
   464    4.108          13.531        1387.469         710.500;
   465    4.117          13.531        1387.469         710.500;
   466    4.126          13.531        1387.469         710.500;
   467    4.135          13.531        1387.469         710.500;
   468    4.144          13.531        1387.469         710.500;
   469    4.153          13.531        1387.469         710.500;
   470    4.161          13.531        1387.469         710.500;
   471    4.170          13.531        1387.469         710.500;
   472    4.179          13.531        1387.469         710.500;
   473    4.188          13.531        1387.469         710.500;
   474    4.197          13.531        1387.469         710.500;
   475    4.206          13.531        1387.469         710.500;
   476    4.215          13.531        1387.469         710.500;
   477    4.223          13.531        1387.469         710.500;
   478    4.232          13.531        1387.469         710.500;
   479    4.241          13.531        1387.469         710.500;
   480    4.250          13.531        1387.469         710.500;
   481    4.259          13.531        1387.469         710.500;
   482    4.268          13.531        1387.469         710.500;
   483    4.277          13.531        1387.469         710.500;
   484    4.285          13.531        1387.469         710.500;
   485    4.294          13.531        1387.469         710.500;
   486    4.303          13.531        1387.469         710.500;
   487    4.312          13.531        1387.469         710.500;
   488    4.321          13.531        1387.469         710.500;
   489    4.330          13.531        1387.469         710.500;
   490    4.339          13.531        1387.469         710.500;
   491    4.347          13.531        1387.469         710.500;
   492    4.356          13.531        1387.469         710.500;
   493    4.365          13.531        1387.469         710.500;
   494    4.374          13.531        1387.469         710.500;
   495    4.383          13.531        1387.469         710.500;
   496    4.392          13.531        1387.469         710.500;
   497    4.401          13.531        1387.469         710.500;
   498    4.409          13.531        1387.469         710.500;
   499    4.418          13.531        1387.469         710.500;
   500    4.427          13.531        1387.469         710.500;
   501    4.436          13.531        1387.469         710.500;
   502    4.445          13.531        1387.469         710.500;
   503    4.454          13.531        1387.469         710.500;
   504    4.463          13.531        1387.469         710.500;
   505    4.471          13.531        1387.469         710.500;
   506    4.480          13.531        1387.469         710.500;
   507    4.489          13.531        1387.469         710.500;
   508    4.498          13.531        1387.469         710.500;
   509    4.507          13.531        1387.469         710.500;
   510    4.516          13.531        1387.469         710.500;
   511    4.524          13.531        1387.469         710.500;
   512    4.533          13.531        1387.469         710.500;
   513    4.542          13.531        1387.469         710.500;
   514    4.551          13.531        1387.469         710.500;
   515    4.560          13.531        1387.469         710.500;
   516    4.569          13.531        1387.469         710.500;
   517    4.578          13.531        1387.469         710.500;
   518    4.586          13.531        1387.469         710.500;
   519    4.595          13.531        1387.469         710.500;
   520    4.604          13.531        1387.469         710.500;
   521    4.613          13.531        1387.469         710.500;
   522    4.622          13.531        1387.469         710.500;
   523    4.631          13.531        1387.469         710.500;
   524    4.640          13.531        1387.469         710.500;
   525    4.648          13.531        1387.469         710.500;
   526    4.657          13.531        1387.469         710.500;
   527    4.666          13.531        1387.469         710.500;
   528    4.675          13.531        1387.469         710.500;
   529    4.684          13.531        1387.469         710.500;
   530    4.693          13.531        1387.469         710.500;
   531    4.702          13.531        1387.469         710.500;
   532    4.710          13.531        1387.469         710.500;
   533    4.719          13.531        1387.469         710.500;
   534    4.728          13.531        1387.469         710.500;
   535    4.737          13.531        1387.469         710.500;
   536    4.746          13.531        1387.469         710.500;
   537    4.755          13.531        1387.469         710.500;
   538    4.764          13.531        1387.469         710.500;
   539    4.772          13.531        1387.469         710.500;
   540    4.781          13.531        1387.469         710.500;
   541    4.790          13.531        1387.469         710.500;
   542    4.799          13.531        1387.469         710.500;
   543    4.808          13.531        1387.469         710.500;
   544    4.817          13.531        1387.469         710.500;
   545    4.826          13.531        1387.469         710.500;
   546    4.834          13.531        1387.469         710.500;
   547    4.843          13.531        1387.469         710.500;
   548    4.852          13.531        1387.469         710.500;
   549    4.861          13.531        1387.469         710.500;
   550    4.870          13.531        1387.469         710.500;
   551    4.879          13.531        1387.469         710.500;
   552    4.888          13.531        1387.469         710.500;
   553    4.896          13.531        1387.469         710.500;
   554    4.905          13.531        1387.469         710.500;
   555    4.914          13.531        1387.469         710.500;
   556    4.923          13.531        1387.469         710.500;
   557    4.932          13.531        1387.469         710.500;
   558    4.941          13.531        1387.469         710.500;
   559    4.949          13.531        1387.469         710.500;
   560    4.958          13.531        1387.469         710.500;
   561    4.967          13.531        1387.469         710.500;
   562    4.976          13.531        1387.469         710.500;
   563    4.985          13.531        1387.469         710.500;
   564    4.994          13.531        1387.469         710.500;
   565    5.003          13.531        1387.469         710.500;
   566    5.011          13.531        1387.469         710.500;
   567    5.020          13.531        1387.469         710.500;
   568    5.029          13.531        1387.469         710.500;
   569    5.038          13.531        1387.469         710.500;
   570    5.047          13.531        1387.469         710.500;
   571    5.056          13.531        1387.469         710.500;
   572    5.065          13.531        1387.469         710.500;
   573    5.073          13.531        1387.469         710.500;
   574    5.082          13.531        1387.469         710.500;
   575    5.091          13.531        1387.469         710.500;
   576    5.100          13.531        1387.469         710.500;
   577    5.109          13.531        1387.469         710.500;
   578    5.118          13.531        1387.469         710.500;
   579    5.127          13.531        1387.469         710.500;
   580    5.135          13.531        1387.469         710.500;
   581    5.144          13.531        1387.469         710.500;
   582    5.153          13.531        1387.469         710.500;
   583    5.162          13.531        1387.469         710.500;
   584    5.171          13.531        1387.469         710.500;
   585    5.180          13.531        1387.469         710.500;
   586    5.189          13.531        1387.469         710.500;
   587    5.197          13.531        1387.469         710.500;
   588    5.206          13.531        1387.469         710.500;
   589    5.215          13.531        1387.469         710.500;
   590    5.224          13.531        1387.469         710.500;
   591    5.233          13.531        1387.469         710.500;
   592    5.242          13.531        1387.469         710.500;
   593    5.251          13.531        1387.469         710.500;
   594    5.259          13.531        1387.469         710.500;
   595    5.268          13.531        1387.469         710.500;
   596    5.277          13.531        1387.469         710.500;
   597    5.286          13.531        1387.469         710.500;
   598    5.295          13.531        1387.469         710.500;
   599    5.304          13.531        1387.469         710.500;
   600    5.313          13.531        1387.469         710.500;
   601    5.321          13.531        1387.469         710.500;
   602    5.330          13.531        1387.469         710.500;
   603    5.339          13.531        1387.469         710.500;
   604    5.348          13.531        1387.469         710.500;
   605    5.357          13.531        1387.469         710.500;
   606    5.366          13.531        1387.469         710.500;
   607    5.374          13.531        1387.469         710.500;
   608    5.383          13.531        1387.469         710.500;
   609    5.392          13.531        1387.469         710.500;
   610    5.401          13.531        1387.469         710.500;
   611    5.410          13.531        1387.469         710.500;
   612    5.419          13.531        1387.469         710.500;
   613    5.428          13.531        1387.469         710.500;
   614    5.436          13.531        1387.469         710.500;
   615    5.445          13.531        1387.469         710.500;
   616    5.454          13.531        1387.469         710.500;
   617    5.463          13.531        1387.469         710.500;
   618    5.472          13.531        1387.469         710.500;
   619    5.481          13.531        1387.469         710.500;
   620    5.490          13.531        1387.469         710.500;
   621    5.498          13.531        1387.469         710.500;
   622    5.507          13.531        1387.469         710.500;
   623    5.516          13.531        1387.469         710.500;
   624    5.525          13.531        1387.469         710.500;
   625    5.534          13.531        1387.469         710.500;
   626    5.543          13.531        1387.469         710.500;
   627    5.552          13.531        1387.469         710.500;
   628    5.560          13.531        1387.469         710.500;
   629    5.569          13.531        1387.469         710.500;
   630    5.578          13.531        1387.469         710.500;
   631    5.587          13.531        1387.469         710.500;
   632    5.596          13.531        1387.469         710.500;
   633    5.605          13.531        1387.469         710.500;
   634    5.614          13.531        1387.469         710.500;
   635    5.622          13.531        1387.469         710.500;
   636    5.631          13.531        1387.469         710.500;
   637    5.640          13.531        1387.469         710.500;
   638    5.649          13.531        1387.469         710.500;
   639    5.658          13.531        1387.469         710.500;
   640    5.667          13.531        1387.469         710.500;
   641    5.676          13.531        1387.469         710.500;
   642    5.684          13.531        1387.469         710.500;
   643    5.693          13.531        1387.469         710.500;
   644    5.702          13.531        1387.469         710.500;
   645    5.711          13.531        1387.469         710.500;
   646    5.720          13.531        1387.469         710.500;
   647    5.729          13.531        1387.469         710.500;
   648    5.738          13.531        1387.469         710.500;
   649    5.746          13.531        1387.469         710.500;
   650    5.755          13.531        1387.469         710.500;
   651    5.764          13.531        1387.469         710.500;
   652    5.773          13.531        1387.469         710.500;
   653    5.782          13.531        1387.469         710.500;
   654    5.791          13.531        1387.469         710.500;
   655    5.799          13.531        1387.469         710.500;
   656    5.808          13.531        1387.469         710.500;
   657    5.817          13.531        1387.469         710.500;
   658    5.826          13.531        1387.469         710.500;
   659    5.835          13.531        1387.469         710.500;
   660    5.844          13.531        1387.469         710.500;
   661    5.853          13.531        1387.469         710.500;
   662    5.861          13.531        1387.469         710.500;
