 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
   236    2.090          14.000        1502.500         774.500;
   237    2.098          14.000        1502.500         776.000;
   238    2.107          14.000        1502.500         777.375;
   239    2.116          14.000        1502.500         778.219;
   240    2.125          14.000        1502.500         778.469;
   241    2.134          14.000        1502.500         778.469;
   242    2.143          14.000        1502.500         778.469;
   243    2.152          14.000        1502.500         778.469;
   244    2.160          14.000        1502.500         777.000;
   245    2.169          14.000        1502.500         775.906;
   246    2.178          14.000        1502.500         775.500;
   247    2.187          14.000        1502.500         775.500;
   248    2.196          14.000        1502.500         775.500;
   249    2.205          14.000        1502.500         775.500;
   250    2.214          14.000        1502.500         775.500;
   251    2.222          14.000        1502.500         777.000;
   252    2.231          14.000        1502.500         777.813;
   253    2.240          14.000        1502.500         778.469;
   254    2.249          14.000        1502.500         778.469;
   255    2.258          14.000        1502.500         778.469;
   256    2.267          14.000        1502.500         778.469;
   257    2.276          14.000        1502.500         777.000;
   258    2.284          14.000        1502.500         776.156;
   259    2.293          14.000        1502.500         775.500;
   260    2.302          14.000        1502.500         775.500;
   261    2.311          14.000        1502.500         775.500;
   262    2.320          14.000        1502.500         775.500;
   263    2.329          14.000        1502.500         775.500;
   264    2.338          14.000        1502.500         777.000;
   265    2.346          14.000        1502.500         777.000;
   266    2.355          14.000        1502.500         777.875;
   267    2.364          14.000        1502.500         778.375;
   268    2.373          14.000        1502.500         778.469;
   269    2.382          14.000        1502.500         778.469;
   270    2.391          14.000        1502.500         777.000;
   271    2.399          14.000        1502.500         776.438;
   272    2.408          14.000        1502.500         775.813;
   273    2.417          14.000        1502.500         775.500;
   274    2.426          14.000        1502.500         775.500;
   275    2.435          14.000        1502.500         775.500;
   276    2.444          14.000        1502.500         775.500;
   277    2.453          14.000        1502.500         777.000;
   278    2.461          14.000        1502.500         777.000;
   279    2.470          14.000        1502.500         777.000;
   280    2.479          14.000        1502.500         777.000;
   281    2.488          14.000        1502.500         777.000;
   282    2.497          14.000        1502.500         777.000;
   283    2.506          14.000        1502.500         777.000;
   284    2.515          14.000        1502.500         777.000;
   285    2.523          14.000        1502.500         777.000;
   286    2.532          14.000        1502.500         777.000;
   287    2.541          14.000        1502.500         777.000;
   288    2.550          14.000        1502.500         777.000;
   289    2.559          14.000        1502.500         777.000;
   290    2.568          14.000        1502.500         777.000;
   291    2.577          14.000        1502.500         777.000;
   292    2.585          14.000        1502.500         777.000;
   293    2.594          14.000        1502.500         777.000;
   294    2.603          14.000        1502.500         777.000;
   295    2.612          14.000        1502.500         777.000;
   296    2.621          14.000        1502.500         777.000;
   297    2.630          14.000        1502.500         777.000;
   298    2.639          14.000        1502.500         777.000;
   299    2.647          14.000        1502.500         777.000;
   300    2.656          14.000        1502.500         777.000;
   301    2.665          14.000        1502.500         777.000;
   302    2.674          14.000        1502.500         777.000;
   303    2.683          14.000        1502.500         777.000;
   304    2.692          14.000        1502.500         777.000;
   305    2.701          14.000        1502.500         777.000;
   306    2.709          14.000        1502.500         777.000;
   307    2.718          14.000        1502.500         777.000;
   308    2.727          14.000        1502.500         777.000;
   309    2.736          14.000        1502.500         777.000;
   310    2.745          14.000        1502.500         777.000;
   311    2.754          14.000        1502.500         777.000;
   312    2.763          14.000        1502.500         777.000;
   313    2.771          14.000        1502.500         777.000;
   314    2.780          14.000        1502.500         777.000;
   315    2.789          14.000        1502.500         777.000;
   316    2.798          14.000        1502.500         777.000;
   317    2.807          14.000        1502.500         777.000;
   318    2.816          14.000        1502.500         777.000;
   319    2.824          14.000        1502.500         777.000;
   320    2.833          14.000        1502.500         777.000;
   321    2.842          14.000        1502.500         777.000;
   322    2.851          14.000        1502.500         777.000;
   323    2.860          14.000        1502.500         777.000;
   324    2.869          14.000        1502.500         777.000;
   325    2.878          14.000        1502.500         777.000;
   326    2.886          14.000        1502.500         777.000;
   327    2.895          14.000        1502.500         777.000;
   328    2.904          14.000        1502.500         777.000;
   329    2.913          14.000        1502.500         777.000;
   330    2.922          14.000        1502.500         777.000;
   331    2.931          14.000        1502.500         777.000;
   332    2.940          14.000        1502.500         777.000;
   333    2.948          14.000        1502.500         777.000;
   334    2.957          14.000        1502.500         777.000;
   335    2.966          14.000        1502.500         777.000;
   336    2.975          14.000        1502.500         777.000;
   337    2.984          14.000        1502.500         777.000;
   338    2.993          14.000        1502.500         777.000;
   339    3.002          14.000        1502.500         777.000;
   340    3.010          14.000        1502.500         777.000;
   341    3.019          14.000        1502.500         777.000;
   342    3.028          14.000        1502.500         777.000;
   343    3.037          14.000        1502.500         777.000;
   344    3.046          14.000        1502.500         777.000;
   345    3.055          14.000        1502.500         777.000;
   346    3.064          14.000        1502.500         777.000;
   347    3.072          14.000        1502.500         777.000;
   348    3.081          14.000        1502.500         777.000;
   349    3.090          14.000        1502.500         777.000;
   350    3.099          14.000        1502.500         777.000;
   351    3.108          14.000        1502.500         777.000;
   352    3.117          14.000        1502.500         777.000;
   353    3.126          14.000        1502.500         777.000;
   354    3.134          14.000        1502.500         777.000;
   355    3.143          14.000        1502.500         777.000;
   356    3.152          14.000        1502.500         777.000;
   357    3.161          14.000        1502.500         777.000;
   358    3.170          14.000        1502.500         777.000;
   359    3.179          14.000        1502.500         777.000;
   360    3.188          14.000        1502.500         777.000;
   361    3.196          14.000        1502.500         777.000;
   362    3.205          14.000        1502.500         777.000;
   363    3.214          14.000        1502.500         777.000;
   364    3.223          14.000        1502.500         777.000;
   365    3.232          14.000        1502.500         777.000;
   366    3.241          14.000        1502.500         777.000;
   367    3.249          14.000        1502.500         777.000;
   368    3.258          14.000        1502.500         777.000;
   369    3.267          14.000        1502.500         777.000;
   370    3.276          14.000        1502.500         777.000;
   371    3.285          14.000        1502.500         777.000;
   372    3.294          14.000        1502.500         777.000;
   373    3.303          14.000        1502.500         777.000;
   374    3.311          14.000        1502.500         777.000;
   375    3.320          14.000        1502.500         777.000;
   376    3.329          14.000        1502.500         777.000;
   377    3.338          14.000        1502.500         777.000;
   378    3.347          14.000        1502.500         777.000;
   379    3.356          14.000        1502.500         777.000;
   380    3.365          14.000        1502.500         777.000;
   381    3.373          14.000        1502.500         777.000;
   382    3.382          14.000        1502.500         777.000;
   383    3.391          14.000        1502.500         777.000;
   384    3.400          14.000        1502.500         777.000;
   385    3.409          14.000        1502.500         777.000;
   386    3.418          14.000        1502.500         777.000;
   387    3.427          14.000        1502.500         777.000;
   388    3.435          14.000        1502.500         777.000;
   389    3.444          14.000        1502.500         777.000;
   390    3.453          14.000        1502.500         777.000;
   391    3.462          14.000        1502.500         777.000;
   392    3.471          14.000        1502.500         777.000;
   393    3.480          14.000        1502.500         777.000;
   394    3.489          14.000        1502.500         777.000;
   395    3.497          14.000        1502.500         777.000;
   396    3.506          14.000        1502.500         777.000;
   397    3.515          14.000        1502.500         777.000;
   398    3.524          14.000        1502.500         777.000;
   399    3.533          14.000        1502.500         777.000;
   400    3.542          14.000        1502.500         777.000;
   401    3.551          14.000        1502.500         777.000;
   402    3.559          14.000        1502.500         777.000;
   403    3.568          14.000        1502.500         777.000;
   404    3.577          14.000        1502.500         777.000;
   405    3.586          14.000        1502.500         777.000;
   406    3.595          14.000        1502.500         777.000;
   407    3.604          14.000        1502.500         777.000;
   408    3.613          14.000        1502.500         777.000;
   409    3.621          14.000        1502.500         777.000;
   410    3.630          14.000        1502.500         777.000;
   411    3.639          14.000        1502.500         777.000;
   412    3.648          14.000        1502.500         777.000;
   413    3.657          14.000        1502.500         777.000;
   414    3.666          14.000        1502.500         777.000;
   415    3.674          14.000        1502.500         777.000;
   416    3.683          14.000        1502.500         777.000;
   417    3.692          14.000        1502.500         777.000;
   418    3.701          14.000        1502.500         777.000;
   419    3.710          14.000        1502.500         777.000;
   420    3.719          14.000        1502.500         777.000;
   421    3.728          14.000        1502.500         777.000;
   422    3.736          14.000        1502.500         777.000;
   423    3.745          14.000        1502.500         777.000;
   424    3.754          14.000        1502.500         777.000;
   425    3.763          14.000        1502.500         777.000;
   426    3.772          14.000        1502.500         777.000;
   427    3.781          14.000        1502.500         777.000;
   428    3.790          14.000        1502.500         777.000;
   429    3.798          14.000        1502.500         777.000;
   430    3.807          14.000        1502.500         777.000;
   431    3.816          14.000        1502.500         777.000;
   432    3.825          14.000        1502.500         777.000;
   433    3.834          14.000        1502.500         777.000;
   434    3.843          14.000        1502.500         777.000;
   435    3.852          14.000        1502.500         777.000;
   436    3.860          14.000        1502.500         777.000;
   437    3.869          14.000        1502.500         777.000;
   438    3.878          14.000        1502.500         777.000;
   439    3.887          14.000        1502.500         777.000;
   440    3.896          14.000        1502.500         777.000;
   441    3.905          14.000        1502.500         777.000;
   442    3.914          14.000        1502.500         777.000;
   443    3.922          14.000        1502.500         777.000;
   444    3.931          14.000        1502.500         777.000;
   445    3.940          14.000        1502.500         777.000;
   446    3.949          14.000        1502.500         777.000;
   447    3.958          14.000        1502.500         777.000;
   448    3.967          14.000        1502.500         777.000;
   449    3.976          14.000        1502.500         777.000;
   450    3.984          14.000        1502.500         777.000;
   451    3.993          14.000        1502.500         777.000;
   452    4.002          14.000        1502.500         777.000;
   453    4.011          14.000        1502.500         777.000;
   454    4.020          14.000        1502.500         777.000;
   455    4.029          14.000        1502.500         777.000;
   456    4.038          14.000        1502.500         777.000;
   457    4.046          14.000        1502.500         777.000;
   458    4.055          14.000        1502.500         777.000;
   459    4.064          14.000        1502.500         777.000;
   460    4.073          14.000        1502.500         777.000;
   461    4.082          14.000        1502.500         777.000;
   462    4.091          14.000        1502.500         777.000;
   463    4.099          14.000        1502.500         777.000;
   464    4.108          14.000        1502.500         777.000;
   465    4.117          14.000        1502.500         777.000;
   466    4.126          14.000        1502.500         777.000;
   467    4.135          14.000        1502.500         777.000;
   468    4.144          14.000        1502.500         777.000;
   469    4.153          14.000        1502.500         777.000;
   470    4.161          14.000        1502.500         777.000;
   471    4.170          14.000        1502.500         777.000;
   472    4.179          14.000        1502.500         777.000;
   473    4.188          14.000        1502.500         777.000;
   474    4.197          14.000        1502.500         777.000;
   475    4.206          14.000        1502.500         777.000;
   476    4.215          14.000        1502.500         777.000;
   477    4.223          14.000        1502.500         777.000;
   478    4.232          14.000        1502.500         777.000;
   479    4.241          14.000        1502.500         777.000;
   480    4.250          14.000        1502.500         777.000;
   481    4.259          14.000        1502.500         777.000;
   482    4.268          14.000        1502.500         777.000;
   483    4.277          14.000        1502.500         777.000;
   484    4.285          14.000        1502.500         777.000;
   485    4.294          14.000        1502.500         777.000;
   486    4.303          14.000        1502.500         777.000;
   487    4.312          14.000        1502.500         777.000;
   488    4.321          14.000        1502.500         777.000;
   489    4.330          14.000        1502.500         777.000;
   490    4.339          14.000        1502.500         777.000;
   491    4.347          14.000        1502.500         777.000;
   492    4.356          14.000        1502.500         777.000;
   493    4.365          14.000        1502.500         777.000;
   494    4.374          14.000        1502.500         777.000;
   495    4.383          14.000        1502.500         777.000;
   496    4.392          14.000        1502.500         777.000;
   497    4.401          14.000        1502.500         777.000;
   498    4.409          14.000        1502.500         777.000;
   499    4.418          14.000        1502.500         777.000;
   500    4.427          14.000        1502.500         777.000;
   501    4.436          14.000        1502.500         777.000;
   502    4.445          14.000        1502.500         777.000;
   503    4.454          14.000        1502.500         777.000;
   504    4.463          14.000        1502.500         777.000;
   505    4.471          14.000        1502.500         777.000;
   506    4.480          14.000        1502.500         777.000;
   507    4.489          14.000        1502.500         777.000;
   508    4.498          14.000        1502.500         777.000;
   509    4.507          14.000        1502.500         777.000;
   510    4.516          14.000        1502.500         777.000;
   511    4.524          14.000        1502.500         777.000;
   512    4.533          14.000        1502.500         777.000;
   513    4.542          14.000        1502.500         777.000;
   514    4.551          14.000        1502.500         777.000;
   515    4.560          14.000        1502.500         777.000;
   516    4.569          14.000        1502.500         777.000;
   517    4.578          14.000        1502.500         777.000;
   518    4.586          14.000        1502.500         777.000;
   519    4.595          14.000        1502.500         777.000;
   520    4.604          14.000        1502.500         777.000;
   521    4.613          14.000        1502.500         777.000;
   522    4.622          14.000        1502.500         777.000;
   523    4.631          14.000        1502.500         777.000;
   524    4.640          14.000        1502.500         777.000;
   525    4.648          14.000        1502.500         777.000;
   526    4.657          14.000        1502.500         777.000;
   527    4.666          14.000        1502.500         777.000;
   528    4.675          14.000        1502.500         777.000;
   529    4.684          14.000        1502.500         777.000;
   530    4.693          14.000        1502.500         777.000;
   531    4.702          14.000        1502.500         777.000;
   532    4.710          14.000        1502.500         777.000;
   533    4.719          14.000        1502.500         777.000;
   534    4.728          14.000        1502.500         777.000;
   535    4.737          14.000        1502.500         777.000;
   536    4.746          14.000        1502.500         777.000;
   537    4.755          14.000        1502.500         777.000;
   538    4.764          14.000        1502.500         777.000;
   539    4.772          14.000        1502.500         777.000;
   540    4.781          14.000        1502.500         777.000;
   541    4.790          14.000        1502.500         777.000;
   542    4.799          14.000        1502.500         777.000;
   543    4.808          14.000        1502.500         777.000;
   544    4.817          14.000        1502.500         777.000;
   545    4.826          14.000        1502.500         777.000;
   546    4.834          14.000        1502.500         777.000;
   547    4.843          14.000        1502.500         777.000;
   548    4.852          14.000        1502.500         777.000;
   549    4.861          14.000        1502.500         777.000;
   550    4.870          14.000        1502.500         777.000;
   551    4.879          14.000        1502.500         777.000;
   552    4.888          14.000        1502.500         777.000;
   553    4.896          14.000        1502.500         777.000;
   554    4.905          14.000        1502.500         777.000;
   555    4.914          14.000        1502.500         777.000;
   556    4.923          14.000        1502.500         777.000;
   557    4.932          14.000        1502.500         777.000;
   558    4.941          14.000        1502.500         777.000;
   559    4.949          14.000        1502.500         777.000;
   560    4.958          14.000        1502.500         777.000;
   561    4.967          14.000        1502.500         777.000;
   562    4.976          14.000        1502.500         777.000;
   563    4.985          14.000        1502.500         777.000;
   564    4.994          14.000        1502.500         777.000;
   565    5.003          14.000        1502.500         777.000;
   566    5.011          14.000        1502.500         777.000;
   567    5.020          14.000        1502.500         777.000;
   568    5.029          14.000        1502.500         777.000;
   569    5.038          14.000        1502.500         777.000;
   570    5.047          14.000        1502.500         777.000;
   571    5.056          14.000        1502.500         777.000;
   572    5.065          14.000        1502.500         777.000;
   573    5.073          14.000        1502.500         777.000;
   574    5.082          14.000        1502.500         777.000;
   575    5.091          14.000        1502.500         777.000;
   576    5.100          14.000        1502.500         777.000;
   577    5.109          14.000        1502.500         777.000;
   578    5.118          14.000        1502.500         777.000;
   579    5.127          14.000        1502.500         777.000;
   580    5.135          14.000        1502.500         777.000;
   581    5.144          14.000        1502.500         777.000;
   582    5.153          14.000        1502.500         777.000;
   583    5.162          14.000        1502.500         777.000;
   584    5.171          14.000        1502.500         777.000;
   585    5.180          14.000        1502.500         777.000;
   586    5.189          14.000        1502.500         777.000;
   587    5.197          14.000        1502.500         777.000;
   588    5.206          14.000        1502.500         777.000;
   589    5.215          14.000        1502.500         777.000;
   590    5.224          14.000        1502.500         777.000;
   591    5.233          14.000        1502.500         777.000;
   592    5.242          14.000        1502.500         777.000;
   593    5.251          14.000        1502.500         777.000;
   594    5.259          14.000        1502.500         777.000;
   595    5.268          14.000        1502.500         777.000;
   596    5.277          14.000        1502.500         777.000;
   597    5.286          14.000        1502.500         777.000;
   598    5.295          14.000        1502.500         777.000;
   599    5.304          14.000        1502.500         777.000;
   600    5.313          14.000        1502.500         777.000;
   601    5.321          14.000        1502.500         777.000;
   602    5.330          14.000        1502.500         777.000;
   603    5.339          14.000        1502.500         777.000;
   604    5.348          14.000        1502.500         777.000;
   605    5.357          14.000        1502.500         777.000;
   606    5.366          14.000        1502.500         777.000;
   607    5.374          14.000        1502.500         777.000;
   608    5.383          14.000        1502.500         777.000;
   609    5.392          14.000        1502.500         777.000;
   610    5.401          14.000        1502.500         777.000;
   611    5.410          14.000        1502.500         777.000;
   612    5.419          14.000        1502.500         777.000;
   613    5.428          14.000        1502.500         777.000;
   614    5.436          14.000        1502.500         777.000;
   615    5.445          14.000        1502.500         777.000;
   616    5.454          14.000        1502.500         777.000;
   617    5.463          14.000        1502.500         777.000;
   618    5.472          14.000        1502.500         777.000;
   619    5.481          14.000        1502.500         777.000;
   620    5.490          14.000        1502.500         777.000;
   621    5.498          14.000        1502.500         777.000;
   622    5.507          14.000        1502.500         777.000;
   623    5.516          14.000        1502.500         777.000;
   624    5.525          14.000        1502.500         777.000;
   625    5.534          14.000        1502.500         777.000;
   626    5.543          14.000        1502.500         777.000;
   627    5.552          14.000        1502.500         777.000;
   628    5.560          14.000        1502.500         777.000;
   629    5.569          14.000        1502.500         777.000;
   630    5.578          14.000        1502.500         777.000;
   631    5.587          14.000        1502.500         777.000;
   632    5.596          14.000        1502.500         777.000;
   633    5.605          14.000        1502.500         777.000;
   634    5.614          14.000        1502.500         777.000;
   635    5.622          14.000        1502.500         777.000;
   636    5.631          14.000        1502.500         777.000;
   637    5.640          14.000        1502.500         777.000;
   638    5.649          14.000        1502.500         777.000;
   639    5.658          14.000        1502.500         777.000;
   640    5.667          14.000        1502.500         777.000;
   641    5.676          14.000        1502.500         777.000;
   642    5.684          14.000        1502.500         777.000;
   643    5.693          14.000        1502.500         777.000;
   644    5.702          14.000        1502.500         777.000;
   645    5.711          14.000        1502.500         777.000;
   646    5.720          14.000        1502.500         777.000;
   647    5.729          14.000        1502.500         777.000;
   648    5.738          14.000        1502.500         777.000;
   649    5.746          14.000        1502.500         777.000;
   650    5.755          14.000        1502.500         777.000;
   651    5.764          14.000        1502.500         777.000;
   652    5.773          14.000        1502.500         777.000;
   653    5.782          14.000        1502.500         777.000;
   654    5.791          14.000        1502.500         777.000;
   655    5.799          14.000        1502.500         777.000;
   656    5.808          14.000        1502.500         777.000;
   657    5.817          14.000        1502.500         777.000;
   658    5.826          14.000        1502.500         777.000;
   659    5.835          14.000        1502.500         777.000;
   660    5.844          14.000        1502.500         777.000;
   661    5.853          14.000        1502.500         777.000;
